nodo_id_1,nodo_name_1,nodo_type_1,nodo_id_2,nodo_name_2,nodo_type_2,distanza
*/1062  [1929],Porcia,CASELLO,*/1066  [1930],Fontanafredda Svincolo,ALLACCIAMENTO,3.7
*/1066  [1930],Fontanafredda Svincolo,ALLACCIAMENTO,*/1388  [1932],Sacile est,ALLACCIAMENTO,3.07
*/1388  [1932],Sacile est,ALLACCIAMENTO,*/1389  [1933],Sacile ovest,ALLACCIAMENTO,3.92
*/1389  [1933],Sacile ovest,ALLACCIAMENTO,1/537  [70774],Barriera di Cordignano,CASELLO,1.38
1/537  [70774],Barriera di Cordignano,CASELLO,1/538  [70775],Godega,ALLACCIAMENTO,7.36
1/538  [70775],Godega,ALLACCIAMENTO,1/1013  [70773],ALL.A27/A28 + CC ASPI-ALTO ADR,ALLACCIAMENTO,4.96
1/995  [707],Bivio A30/A1 Milano-Napoli,ALLACCIAMENTO,10087,TRE PONTI OVEST,DISTRIBUTORE,16.4
10087,TRE PONTI OVEST,DISTRIBUTORE,1/719  [709],Nola,CASELLO,2.5
1/719  [709],Nola,CASELLO,1/994  [710],Nodo A30/A16 Napoli-Canosa,ALLACCIAMENTO,1.0
1/994  [710],Nodo A30/A16 Napoli-Canosa,ALLACCIAMENTO,1/785  [2435],Palma Campania,CASELLO,10.5
1/785  [2435],Palma Campania,CASELLO,10086,ANGIOINA OVEST,DISTRIBUTORE,3.0
10086,ANGIOINA OVEST,DISTRIBUTORE,1/781  [712],Sarno,CASELLO,2.8
1/781  [712],Sarno,CASELLO,1/784  [713],Nocera Pagani,CASELLO,3.8
1/784  [713],Nocera Pagani,CASELLO,1/782  [714],Castel San Giorgio,CASELLO,4.4
1/782  [714],Castel San Giorgio,CASELLO,1/783  [715],Salerno,CASELLO,5.3
1/783  [715],Salerno,CASELLO,*/1349  [2043],Mercato San Severino,CASELLO,2.3
*/1349  [2043],Mercato San Severino,CASELLO,*/1174  [716],Bivio A30/Raccordo Salerno-Avellino,ALLACCIAMENTO,3.3
*/2315  [2988],SS434 DI A31,CASELLO,*/2960  [3055],DIR.BADIA/DIR.LENDINARA,CASELLO,4.01
*/2960  [3055],DIR.BADIA/DIR.LENDINARA,CASELLO,1/626  [70090],BADIA POLESINE,CASELLO,1.08
1/626  [70090],BADIA POLESINE,CASELLO,1/625  [70110],PIACENZA D'ADIGE,CASELLO,2.56
1/625  [70110],PIACENZA D'ADIGE,CASELLO,1/624  [70109],S. MARGHERITA D'ADIGE,CASELLO,10.4
1/624  [70109],S. MARGHERITA D'ADIGE,CASELLO,1/623  [70108],NOVENTA VICENTINA,CASELLO,6.93
1/623  [70108],NOVENTA VICENTINA,CASELLO,1/622  [70107],Agugliaro,CASELLO,7.13
1/622  [70107],Agugliaro,CASELLO,1/621  [70084],ALBETTONE-BARBARANO,CASELLO,6.56
1/621  [70084],ALBETTONE-BARBARANO,CASELLO,1/620  [70072],MONTEGALDELLA-LONGARE,ALLACCIAMENTO,7.94
1/620  [70072],MONTEGALDELLA-LONGARE,ALLACCIAMENTO,1/952  [836],Bivio A31/A4 Torino-Trieste,ALLACCIAMENTO,6.46
1/952  [836],Bivio A31/A4 Torino-Trieste,ALLACCIAMENTO,1/690  [842],Vicenza nord,CASELLO,8.61
1/690  [842],Vicenza nord,CASELLO,1/691  [843],Dueville,CASELLO,8.0
1/691  [843],Dueville,CASELLO,1/5049  [70222],ALL.A31/SPV,ALLACCIAMENTO,4.55
1/5049  [70222],ALL.A31/SPV,ALLACCIAMENTO,1/692  [844],Thiene,CASELLO,5.25
1/692  [844],Thiene,CASELLO,1/693  [845],Piovene Rocchette,CASELLO,9.2
*/1014  [4036],INIZIO TG NORD DI TORINO/SITAF,ALLACCIAMENTO,*/1275  [1843],Avigliana est (INIZIO TG NORD DI TORINO/SITAF per/da Bardonecchia),CASELLO,7.0
*/1275  [1843],Avigliana est (INIZIO TG NORD DI TORINO/SITAF per/da Bardonecchia),CASELLO,*/1276  [1844],Avigliana ovest,CASELLO,1.7
*/1276  [1844],Avigliana ovest,CASELLO,24/191  [1845],Avigliana,CASELLO,0.3
24/191  [1845],Avigliana,CASELLO,*/1277  [1846],Borgone,CASELLO,15.0
*/1277  [1846],Borgone,CASELLO,*/1278  [1847],Chianocco,CASELLO,3.6
*/1278  [1847],Chianocco,CASELLO,*/1279  [1848],Susa est,CASELLO,8.7
*/1279  [1848],Susa est,CASELLO,*/1280  [1849],Susa ovest,CASELLO,3.6
*/1280  [1849],Susa ovest,CASELLO,24/192  [1851],Salbertrand,CASELLO,17.7
24/192  [1851],Salbertrand,CASELLO,*/1237  [1045],Gad-Oulx est,CASELLO,1.8
*/1237  [1045],Gad-Oulx est,CASELLO,*/1238  [1046],Oulx ovest,CASELLO,2.1
*/1238  [1046],Oulx ovest,CASELLO,*/1653  [2392],Circonvallazione Oulx,CASELLO,1.5
*/1653  [2392],Circonvallazione Oulx,CASELLO,*/1239  [1047],Savoulx,CASELLO,1.9
*/1239  [1047],Savoulx,CASELLO,*/1240  [1048],Bardonecchia,CASELLO,7.4
*/1240  [1048],Bardonecchia,CASELLO,*/1241  [1032],Traforo del Frejus,ALLACCIAMENTO,0.7
*/1920  [2817],CUNEO CENTRO,CASELLO,*/1919  [2816],CUNEO EST,CASELLO,2.0
*/1919  [2816],CUNEO EST,CASELLO,1/181  [2805],CASTELLETTO STURA,CASELLO,2.17
1/181  [2805],CASTELLETTO STURA,CASELLO,1/180  [2441],S. Albano,CASELLO,8.42
1/180  [2441],S. Albano,CASELLO,1/1690  [2440],Bivio A33/A6 Torino-Savona,ALLACCIAMENTO,10.4
1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,1/503  [70776],VILLESSE,CASELLO,0.62
1/503  [70776],VILLESSE,CASELLO,*/2797  [1944],VILLESSE SVINCOLO,CASELLO,1.13
*/2797  [1944],VILLESSE SVINCOLO,CASELLO,*/2798  [1945],GRADISCA D'ISONZO,CASELLO,4.48
*/2798  [1945],GRADISCA D'ISONZO,CASELLO,*/2799  [1946],FARRA D'ISONZO,CASELLO,4.9
*/2799  [1946],FARRA D'ISONZO,CASELLO,*/2800  [1947],AUTOPORTO,CASELLO,4.4
*/2800  [1947],AUTOPORTO,CASELLO,*/2801  [1948],GORIZIA,CASELLO,1.47
*/2801  [1948],GORIZIA,CASELLO,*/2802  [2890],SANT'ANDREA,CASELLO,0.51
1/378  [70205],CASTEGNATO,ALLACCIAMENTO,*/2810  [2919],SV.TRAVAGLIATO EST,ALLACCIAMENTO,1.1
*/2810  [2919],SV.TRAVAGLIATO EST,ALLACCIAMENTO,*/2809  [2918],SV.TRAVAGLIATO OVEST,CASELLO,3.01
*/2809  [2918],SV.TRAVAGLIATO OVEST,CASELLO,*/2805  [2914],INT.A35/RA.OSPITALETTO SP19,CASELLO,1.89
*/2805  [2914],INT.A35/RA.OSPITALETTO SP19,CASELLO,*/2806  [2915],SVINCOLO ROVATO,CASELLO,3.19
*/2806  [2915],SVINCOLO ROVATO,CASELLO,*/2807  [2916],SVINCOLO CASTREZZATO,CASELLO,1.91
*/2807  [2916],SVINCOLO CASTREZZATO,CASELLO,*/2808  [2917],SVINCOLO LIBERO CHIARI EST,CASELLO,1.2
*/2808  [2917],SVINCOLO LIBERO CHIARI EST,CASELLO,1/370  [70122],CHIARI EST,CASELLO,0.7
1/370  [70122],CHIARI EST,CASELLO,1/371  [70123],CHIARI OVEST,CASELLO,3.32
1/371  [70123],CHIARI OVEST,CASELLO,1/372  [70124],CALCIO,CASELLO,7.31
1/372  [70124],CALCIO,CASELLO,1/373  [70125],ROMANO DI LOMBARDIA,CASELLO,6.92
1/373  [70125],ROMANO DI LOMBARDIA,CASELLO,1/374  [70126],BARIANO,CASELLO,4.61
1/374  [70126],BARIANO,CASELLO,1/375  [70127],CARAVAGGIO,CASELLO,5.05
1/375  [70127],CARAVAGGIO,CASELLO,1/376  [70128],TREVIGLIO,CASELLO,6.27
1/376  [70128],TREVIGLIO,CASELLO,1/5033  [70118],NODO DI MELZO,ALLACCIAMENTO,8.32
*/2929  [2929],"BIVIO A8/A36 KM 25,9",ALLACCIAMENTO,*/2933  [2933],SOLBIATE OLONA (Bivio A8-A36 Pedemontana per/da Osio Sotto),CASELLO,1.7
*/2933  [2933],SOLBIATE OLONA (Bivio A8-A36 Pedemontana per/da Osio Sotto),CASELLO,*/2944  [2944],MOZZATE,CASELLO,5.8
*/2944  [2944],MOZZATE,CASELLO,*/2934  [2934],CISLAGO (Bivio A9-A36 Pedemontana per/da Cassano Magnago),CASELLO,1.8
*/2934  [2934],CISLAGO (Bivio A9-A36 Pedemontana per/da Cassano Magnago),CASELLO,*/1214  [2930],BIVIO A9/A36 KM 22.700,ALLACCIAMENTO,5.7
*/1214  [2930],BIVIO A9/A36 KM 22.700,ALLACCIAMENTO,*/2826  [2984],LAZZATE (Bivio A9-A36 Pedemontana per/da Osio Sotto),CASELLO,3.95
*/2826  [2984],LAZZATE (Bivio A9-A36 Pedemontana per/da Osio Sotto),CASELLO,*/2827  [2985],LENTATE SUL SEVESO,CASELLO,2.35
*/2827  [2985],LENTATE SUL SEVESO,CASELLO,*/3387  [3917],SV.A36-SP35,CASELLO,0.7
*/1208  [145],Bivio Tang. ovest/A8 Milano-Varese,ALLACCIAMENTO,8/8  [757],Terrazzano,CASELLO,0.8
8/8  [757],Terrazzano,CASELLO,1063,TERRAZZANO OVEST,DISTRIBUTORE,0.4
1063,TERRAZZANO OVEST,DISTRIBUTORE,*/1013  [759],Bivio SS 33 del Sempione,ALLACCIAMENTO,1.4
*/1013  [759],Bivio SS 33 del Sempione,ALLACCIAMENTO,*/1676  [2418],Rho Area Industriale,ALLACCIAMENTO,0.9
*/1676  [2418],Rho Area Industriale,ALLACCIAMENTO,*/1283  [760],Bivio Tang. ovest/A4 Torino-Trieste,ALLACCIAMENTO,0.6
*/1283  [760],Bivio Tang. ovest/A4 Torino-Trieste,ALLACCIAMENTO,*/1088  [798],Cascina Ghisolfa,CASELLO,0.7
*/1088  [798],Cascina Ghisolfa,CASELLO,*/1318  [121],Bivio Tang.ovest/Raccordo SS11-SS33,ALLACCIAMENTO,0.9
*/1318  [121],Bivio Tang.ovest/Raccordo SS11-SS33,ALLACCIAMENTO,*/1020  [761],Settimo Milanese,CASELLO,1.0
*/1020  [761],Settimo Milanese,CASELLO,*/1055  [31],Cusago,CASELLO,3.7
*/1055  [31],Cusago,CASELLO,10105,MUGGIANO OVEST,DISTRIBUTORE,1.5
10105,MUGGIANO OVEST,DISTRIBUTORE,*/1034  [763],Bivio Tang.O/SS494 Vigevanese Nuova,CASELLO,1.2
*/1034  [763],Bivio Tang.O/SS494 Vigevanese Nuova,CASELLO,*/1040  [800],Bivio Tang.O/SP 59 Corsico Gaggiano,CASELLO,1.7
*/1040  [800],Bivio Tang.O/SP 59 Corsico Gaggiano,CASELLO,1070,ASSAGO OVEST,DISTRIBUTORE,3.9
1070,ASSAGO OVEST,DISTRIBUTORE,*/1149  [802],Bivio Tang. ovest/A7 Milano-Genova,ALLACCIAMENTO,1.6
*/1149  [802],Bivio Tang. ovest/A7 Milano-Genova,ALLACCIAMENTO,*/1043  [803],Bivio Tang. ovest/SS 35 dei Giovi,CASELLO,1.0
*/1043  [803],Bivio Tang. ovest/SS 35 dei Giovi,CASELLO,*/1925  [2827],Bivio Tang.O/Rozzano,CASELLO,2.5
*/1925  [2827],Bivio Tang.O/Rozzano,CASELLO,*/1047  [805],Bivio Tang.O/SS412 della Val Tidone,CASELLO,2.4
*/1047  [805],Bivio Tang.O/SS412 della Val Tidone,CASELLO,*/1052  [1031],Bivio Tangenziale ovest/A1 nord,CASELLO,4.8
*/1052  [1031],Bivio Tangenziale ovest/A1 nord,CASELLO,*/1139  [260],Bivio Tangenziale ovest/A1 sud,ALLACCIAMENTO,0.3
*/1340  [2032],Inizio Raccordo A1 Milano-Napoli,ALLACCIAMENTO,*/1051  [809],Bivio Tang. est/SS 9 Via Emilia,CASELLO,0.3
*/1051  [809],Bivio Tang. est/SS 9 Via Emilia,CASELLO,*/1090  [768],Via Rogoredo,CASELLO,0.1
*/1090  [768],Via Rogoredo,CASELLO,*/1053  [810],Bivio Tangenziale est/SS 415 Paullo,CASELLO,1.0
*/1053  [810],Bivio Tangenziale est/SS 415 Paullo,CASELLO,*/1057  [811],Via Mecenate,CASELLO,1.2
*/1057  [811],Via Mecenate,CASELLO,*/1059  [766],C.A.M.M.,CASELLO,0.5
*/1059  [766],C.A.M.M.,CASELLO,*/1061  [812],Linate Viale Forlanini,CASELLO,1.3
*/1061  [812],Linate Viale Forlanini,CASELLO,*/1063  [813],Segrate Via Rubattino,CASELLO,1.6
*/1063  [813],Segrate Via Rubattino,CASELLO,*/1064  [814],Bivio Tang. est/SP 103 Lambrate,CASELLO,1.4
*/1064  [814],Bivio Tang. est/SP 103 Lambrate,CASELLO,10113,CASCINA GOBBA EST,DISTRIBUTORE,2.3
10113,CASCINA GOBBA EST,DISTRIBUTORE,*/1068  [728],Bivio Tang. est/SS 11 Cascina Gobba,CASELLO,0.8
*/1068  [728],Bivio Tang. est/SS 11 Cascina Gobba,CASELLO,*/1296  [99],Bivio Tang. est/Tang. nord MI,ALLACCIAMENTO,1.2
*/1296  [99],Bivio Tang. est/Tang. nord MI,ALLACCIAMENTO,*/1071  [729],Bivio Tang. est/SP209 Cologno M.sud,CASELLO,0.6
*/1071  [729],Bivio Tang. est/SP209 Cologno M.sud,CASELLO,*/1072  [730],Bivio Tang. est/SP3 Cologno M. nord,CASELLO,2.2
*/1072  [730],Bivio Tang. est/SP3 Cologno M. nord,CASELLO,1072,COLOGNO EST,DISTRIBUTORE,1.2
1072,COLOGNO EST,DISTRIBUTORE,*/1075  [819],Biv.Tg.est/SP113 Cernusco-Brughiero,CASELLO,0.0
*/1075  [819],Biv.Tg.est/SP113 Cernusco-Brughiero,CASELLO,*/1078  [820],Bivio Tang. est/SP 208 Carugate,CASELLO,2.1
*/1078  [820],Bivio Tang. est/SP 208 Carugate,CASELLO,5/1  [822],Barriera di Agrate,CASELLO,1.8
5/1  [822],Barriera di Agrate,CASELLO,*/1147  [144],Bivio Tang. est/Racc. A4 TO-TS,ALLACCIAMENTO,0.4
*/1147  [144],Bivio Tang. est/Racc. A4 TO-TS,ALLACCIAMENTO,*/1079  [824],Bivio Tang. est/SP 13 Agrate-Monza,CASELLO,1.0
*/1079  [824],Bivio Tang. est/SP 13 Agrate-Monza,CASELLO,*/1081  [825],Concorezzo,CASELLO,1.0
*/1081  [825],Concorezzo,CASELLO,*/1084  [826],Bivio Tangenziale est/SP 41 Burago,CASELLO,1.9
*/1084  [826],Bivio Tangenziale est/SP 41 Burago,CASELLO,*/1557  [2285],Torri Bianche,CASELLO,0.6
*/1557  [2285],Torri Bianche,CASELLO,*/1085  [827],Vimercate sud,CASELLO,0.3
*/1085  [827],Vimercate sud,CASELLO,*/1113  [767],Vimercate Centro,CASELLO,1.5
*/1113  [767],Vimercate Centro,CASELLO,*/1319  [122],Vimercate nord,CASELLO,1.8
*/1319  [122],Vimercate nord,CASELLO,*/1320  [123],Usmate Velate sud,CASELLO,1.1
*/1320  [123],Usmate Velate sud,CASELLO,*/5018  [2419],Cambio Comp.Milano Serravalle/Anas,CASELLO,0.2
*/5018  [2419],Cambio Comp.Milano Serravalle/Anas,CASELLO,*/1321  [124],Usmate Velate nord,CASELLO,0.7
*/1321  [124],Usmate Velate nord,CASELLO,*/1322  [125],Lecco,CASELLO,0.6
*/1296  [99],Bivio Tang. nord/Tang. est MI,ALLACCIAMENTO,*/1496  [2224],Sesto San Giovanni sud-Via Pisa,CASELLO,1.0
*/1496  [2224],Sesto San Giovanni sud-Via Pisa,CASELLO,*/1497  [2225],Sesto San Giovanni,CASELLO,2.0
*/1497  [2225],Sesto San Giovanni,CASELLO,5/659  [823],Barriera di Sesto San Giovanni,CASELLO,0.7
5/659  [823],Barriera di Sesto San Giovanni,CASELLO,*/1301  [104],Bivio Tang. nord/A4 Torino-Trieste,ALLACCIAMENTO,0.6
*/1301  [104],Bivio Tang. nord/A4 Torino-Trieste,ALLACCIAMENTO,*/1302  [105],Monza S. Alessandro,CASELLO,0.3
*/1302  [105],Monza S. Alessandro,CASELLO,*/1304  [107],Bivio Tang. nord/SP 58 Monza Centro,ALLACCIAMENTO,0.7
*/1304  [107],Bivio Tang. nord/SP 58 Monza Centro,ALLACCIAMENTO,*/1305  [108],Cinisello Balsamo-Robecco,CASELLO,0.5
*/1305  [108],Cinisello Balsamo-Robecco,CASELLO,*/1306  [109],Bivio Tg.N/SS36 Lecco-Monza V.Reale,ALLACCIAMENTO,0.6
*/1306  [109],Bivio Tg.N/SS36 Lecco-Monza V.Reale,ALLACCIAMENTO,*/1307  [110],Bivio Tang.nord/SP151 Cinisello B.N,CASELLO,1.5
*/1307  [110],Bivio Tang.nord/SP151 Cinisello B.N,CASELLO,*/1308  [111],Bivio Tang.nord/SP131 Nova Milanese,CASELLO,1.9
*/1308  [111],Bivio Tang.nord/SP131 Nova Milanese,CASELLO,*/1498  [2226],Bivio Tang. N/SP 9 V.Valassina-Erba,CASELLO,1.7
*/1498  [2226],Bivio Tang. N/SP 9 V.Valassina-Erba,CASELLO,*/1310  [113],Bivio Tang. nord/SP 44 Milano-Meda,ALLACCIAMENTO,1.4
*/1310  [113],Bivio Tang. nord/SP 44 Milano-Meda,ALLACCIAMENTO,*/2828  [2979],PADERNO EST,CASELLO,0.65
*/2828  [2979],PADERNO EST,CASELLO,*/2822  [2980],PADERNO CENTRO,CASELLO,0.8
*/2822  [2980],PADERNO CENTRO,CASELLO,*/2823  [2981],BOLLATE-CORMANO,CASELLO,1.3
*/2823  [2981],BOLLATE-CORMANO,CASELLO,*/2824  [2982],NOVATE M.SE CENTRO,CASELLO,1.4
*/2824  [2982],NOVATE M.SE CENTRO,CASELLO,*/2825  [2983],NOVATE M.SE OVEST,CASELLO,0.8
*/2825  [2983],NOVATE M.SE OVEST,CASELLO,*/5041  [2953],CC MI Serravalle / A52,CASELLO,0.88
*/5041  [2953],CC MI Serravalle / A52,CASELLO,*/2954  [2954],Bollate / Novate,CASELLO,0.52
*/2954  [2954],Bollate / Novate,CASELLO,*/3375  [3870],Bivio A52 - Raccordo Baranzate,ALLACCIAMENTO,1.05
*/3375  [3870],Bivio A52 - Raccordo Baranzate,ALLACCIAMENTO,*/2955  [2955],Baranzate,CASELLO,0.85
*/2955  [2955],Baranzate,CASELLO,*/2956  [2956],Allacciamento A52/A8,ALLACCIAMENTO,0.46
1/203  [747],Bereguardo,ALLACCIAMENTO,*/1323  [126],Bereguardo Svincolo,CASELLO,0.6
*/1323  [126],Bereguardo Svincolo,CASELLO,*/1324  [127],Barchette,CASELLO,1.4
*/1324  [127],Barchette,CASELLO,*/1325  [128],Casottole,CASELLO,0.8
*/1325  [128],Casottole,CASELLO,*/1326  [129],Torre d'Isola,CASELLO,1.3
*/1326  [129],Torre d'Isola,CASELLO,*/1327  [130],Villaggio dei Pioppi,CASELLO,0.7
*/1327  [130],Villaggio dei Pioppi,CASELLO,*/1328  [131],Tre Ponti,CASELLO,1.7
*/1328  [131],Tre Ponti,CASELLO,*/1329  [132],Pavia San Lanfranco,CASELLO,2.0
*/1329  [132],Pavia San Lanfranco,CASELLO,*/1330  [133],Bivio Tangenziale Pavia,ALLACCIAMENTO,0.7
*/1331  [134],Bivio Tangenziale Pavia/SS35-Genova,CASELLO,*/1332  [135],Pavia sud SS 596,CASELLO,0.4
*/1332  [135],Pavia sud SS 596,CASELLO,*/1333  [136],S.Martino Siccomario Carbonara Tic.,CASELLO,1.4
*/1333  [136],S.Martino Siccomario Carbonara Tic.,CASELLO,*/1330  [133],Bivio Tang. Pavia/Racc. Bereguardo,ALLACCIAMENTO,3.5
*/1330  [133],Bivio Tang. Pavia/Racc. Bereguardo,ALLACCIAMENTO,*/1334  [137],Policlinico,CASELLO,0.6
*/1334  [137],Policlinico,CASELLO,*/1335  [138],IST. - Universitari,CASELLO,0.2
*/1335  [138],IST. - Universitari,CASELLO,*/1336  [139],Pavia nord,CASELLO,0.9
*/1336  [139],Pavia nord,CASELLO,*/1337  [35],Bivio Tang. Pavia/SS 35-Milano,CASELLO,1.4
*/1226  [55],Inizio Tangenziale Napoli,CASELLO,*/1428  [2152],SS Domitiana,CASELLO,0.1
*/1428  [2152],SS Domitiana,CASELLO,*/1429  [2153],Uscita Arco Felice,CASELLO,0.1
*/1429  [2153],Uscita Arco Felice,CASELLO,*/1560  [2288],Damiani,CASELLO,0.3
*/1560  [2288],Damiani,CASELLO,*/1430  [2154],Pozzuoli,CASELLO,0.1
*/1430  [2154],Pozzuoli,CASELLO,*/1435  [2159],Cuma,CASELLO,0.3
*/1435  [2159],Cuma,CASELLO,*/1431  [2155],Entrata Arco Felice,CASELLO,0.1
*/1431  [2155],Entrata Arco Felice,CASELLO,*/1432  [2156],Via Campana,CASELLO,1.8
*/1432  [2156],Via Campana,CASELLO,11218,ANTICA CAMPANA EST,DISTRIBUTORE,0.7
11218,ANTICA CAMPANA EST,DISTRIBUTORE,15/1  [57],Astroni,CASELLO,1.9
15/1  [57],Astroni,CASELLO,15/2  [58],Agnano,CASELLO,1.8
15/2  [58],Agnano,CASELLO,10118,AGNANO EST,DISTRIBUTORE,1.0
10118,AGNANO EST,DISTRIBUTORE,*/1437  [2161],Italia 90,CASELLO,0.3
*/1437  [2161],Italia 90,CASELLO,15/3  [60],Fuorigrotta,CASELLO,1.6
15/3  [60],Fuorigrotta,CASELLO,15/4  [61],Vomero,CASELLO,2.4
15/4  [61],Vomero,CASELLO,15/5  [62],Camaldoli,CASELLO,1.3
15/5  [62],Camaldoli,CASELLO,15/10  [1800],Zona Ospedaliera,CASELLO,1.4
15/10  [1800],Zona Ospedaliera,CASELLO,15/6  [63],Arenella,CASELLO,0.1
15/6  [63],Arenella,CASELLO,15/7  [65],Capodimonte,CASELLO,0.8
15/7  [65],Capodimonte,CASELLO,10119,SCUDILLO EST,DISTRIBUTORE,0.2
10119,SCUDILLO EST,DISTRIBUTORE,15/8  [66],Corso Malta,CASELLO,2.5
15/8  [66],Corso Malta,CASELLO,*/1433  [2157],Viale Maddalena,CASELLO,0.4
*/1433  [2157],Viale Maddalena,CASELLO,15/9  [67],Capodichino,CASELLO,0.1
15/9  [67],Capodichino,CASELLO,*/1434  [2158],Doganella,CASELLO,0.3
*/1434  [2158],Doganella,CASELLO,*/1371  [2068],Capodichino Svincolo,CASELLO,0.2
*/1371  [2068],Capodichino Svincolo,CASELLO,*/1436  [2160],Secondigliano-Aeroporto,CASELLO,0.2
*/1436  [2160],Secondigliano-Aeroporto,CASELLO,*/1247  [1804],Fine Tangenziale Napoli,ALLACCIAMENTO,0.2
1/1010  [2598],Bivio A57ovest/A4 Venezia-Belluno,ALLACCIAMENTO,1/602  [2570],Mirano Dolo,CASELLO,2.75
1/602  [2570],Mirano Dolo,CASELLO,1/603  [2559],Mira Oriago,CASELLO,4.77
1/603  [2559],Mira Oriago,CASELLO,1/601  [535],Mestre ovest,CASELLO,1.68
1/601  [535],Mestre ovest,CASELLO,*/1894  [2690],Marghera SS 309 Romea,ALLACCIAMENTO,1.5
*/1894  [2690],Marghera SS 309 Romea,ALLACCIAMENTO,24943,VILLABONA ROTATORIA SUD,DISTRIBUTORE,0.1
24943,VILLABONA ROTATORIA SUD,DISTRIBUTORE,24943,VILLABONA ROTATORIA SUD,DISTRIBUTORE,0.0
24943,VILLABONA ROTATORIA SUD,DISTRIBUTORE,*/1489  [2216],Venezia Rampa Rizzardi,CASELLO,0.5
*/1489  [2216],Venezia Rampa Rizzardi,CASELLO,*/1902  [2728],La Carbonifera,CASELLO,0.5
*/1902  [2728],La Carbonifera,CASELLO,*/1024  [538],Miranese,CASELLO,0.7
*/1024  [538],Miranese,CASELLO,*/1030  [539],Castellana,CASELLO,2.0
*/1030  [539],Castellana,CASELLO,*/1829  [1943],Cambio Comp. CAV/Autovie Venete,CASELLO,1.66
*/1829  [1943],Cambio Comp. CAV/Autovie Venete,CASELLO,*/1031  [1925],Terraglio,CASELLO,0.43
*/1031  [1925],Terraglio,CASELLO,24948,BAZZERA SUD,DISTRIBUTORE,1.51
24948,BAZZERA SUD,DISTRIBUTORE,*/1148  [322],Nodo A57/A27 Venezia-Belluno,ALLACCIAMENTO,1.49
*/1148  [322],Nodo A57/A27 Venezia-Belluno,ALLACCIAMENTO,*/1367  [1931],Marcon Zona Industriale,CASELLO,2.01
*/1367  [1931],Marcon Zona Industriale,CASELLO,*/1828  [1942],Quarto d'Altino,CASELLO,3.39
*/1828  [1942],Quarto d'Altino,CASELLO,1/515  [70777],Venezia est,CASELLO,0.46
1/515  [70777],Venezia est,CASELLO,1/1012  [70770],Bivio A57est/A4 Venezia-Trieste,ALLACCIAMENTO,1.2
1/5042  [70120],BIVIO A58/A4,ALLACCIAMENTO,1/380  [70113],PESSANO CON BORNAGO,CASELLO,1.75
1/380  [70113],PESSANO CON BORNAGO,CASELLO,1/381  [70114],GESSATE,CASELLO,2.38
1/381  [70114],GESSATE,CASELLO,1/382  [70115],POZZUOLO MARTESANA,CASELLO,4.06
1/382  [70115],POZZUOLO MARTESANA,CASELLO,1/5033  [70118],NODO DI MELZO,ALLACCIAMENTO,1.55
1/5033  [70118],NODO DI MELZO,ALLACCIAMENTO,1/5034  [70119],NODO DI LISCATE,ALLACCIAMENTO,4.62
1/5034  [70119],NODO DI LISCATE,ALLACCIAMENTO,1/383  [70116],PAULLO,CASELLO,4.19
1/383  [70116],PAULLO,CASELLO,1/384  [70117],VIZZOLO PREDABISSI,CASELLO,10.84
1/384  [70117],VIZZOLO PREDABISSI,CASELLO,1/5043  [70121],BIVIO A58/A1,ALLACCIAMENTO,2.42
*/2817  [2973],VILLA GUARDIA,CASELLO,*/2919  [2975],Allacciamneto A9/A59,ALLACCIAMENTO,0.8
*/2919  [2975],Allacciamneto A9/A59,ALLACCIAMENTO,*/2818  [2974],Acquanegra,CASELLO,2.2
*/2818  [2974],Acquanegra,CASELLO,*/2819  [2976],ALBESE CON CASSANO,CASELLO,8.0
*/1207  [275],Bivio Gazzada/A8 MI-VA,ALLACCIAMENTO,*/2816  [2967],Vedano Olona (Gazzada per/da Valico Del Gaggiolo),CASELLO,4.8
*/2816  [2967],Vedano Olona (Gazzada per/da Valico Del Gaggiolo),CASELLO,*/2813  [2972],Valico del Gaggiolo,CASELLO,6.2
*/1251  [14],Bivio A12/A91 Roma-Fiumicino,ALLACCIAMENTO,3852,ARRONE EST,DISTRIBUTORE,8.5
3852,ARRONE EST,DISTRIBUTORE,12/2  [442],Fregene,CASELLO,2.8
12/2  [442],Fregene,CASELLO,12/1  [443],Roma ovest,CASELLO,0.3
12/1  [443],Roma ovest,CASELLO,12/6  [8],Torrimpietra,CASELLO,3.3
12/6  [8],Torrimpietra,CASELLO,*/1222  [444],Cerveteri,CASELLO,13.0
*/1222  [444],Cerveteri,CASELLO,3843,TIRRENO EST,DISTRIBUTORE,11.3
3843,TIRRENO EST,DISTRIBUTORE,*/1223  [446],Santa Severa,CASELLO,1.9
*/1223  [446],Santa Severa,CASELLO,12/4  [447],Civitavecchia sud,CASELLO,11.1
12/4  [447],Civitavecchia sud,CASELLO,12/3  [448],Aurelia,CASELLO,0.1
12/3  [448],Aurelia,CASELLO,*/1224  [449],Civitavecchia nord,CASELLO,5.5
*/1224  [449],Civitavecchia nord,CASELLO,3846,TOLFA EST,DISTRIBUTORE,1.7
3846,TOLFA EST,DISTRIBUTORE,*/1906  [2758],Civitavecchia Porto,CASELLO,5.8
*/1906  [2758],Civitavecchia Porto,CASELLO,*/1905  [2757],Civitavecchia Porto,ALLACCIAMENTO,0.1
